GPL	Model	Metric	Value	GeneIdx
TCGA	SampleLASSO	cvrmse	0.036141088993775716	53
TCGA	SampleLASSO	cvrmse	0.0915320794792414	54
TCGA	SampleLASSO	cvrmse	0.1148219865517642	55
TCGA	SampleLASSO	cvrmse	0.0772363023635592	56
TCGA	SampleLASSO	cvrmse	0.06916051685611921	57
TCGA	SampleLASSO	cvrmse	0.16354742662561794	58
TCGA	SampleLASSO	cvrmse	0.2015061809919074	59
TCGA	SampleLASSO	cvrmse	0.1003029417339444	60
TCGA	SampleLASSO	cvrmse	0.2779611280972676	61
TCGA	SampleLASSO	cvrmse	0.12996880754316026	62
TCGA	SampleLASSO	cvrmse	0.05810995255214697	63
TCGA	SampleLASSO	cvrmse	0.07648461119030844	64
TCGA	SampleLASSO	cvrmse	0.06057077976830556	65
TCGA	SampleLASSO	cvrmse	0.4977763089684662	66
TCGA	SampleLASSO	cvrmse	0.06653250143552766	67
TCGA	SampleLASSO	cvrmse	0.09118102479779076	68
TCGA	SampleLASSO	cvrmse	0.05328099928621252	69
TCGA	SampleLASSO	cvrmse	0.10212287599065108	70
TCGA	SampleLASSO	cvrmse	0.05966046137719432	71
TCGA	SampleLASSO	cvrmse	0.4856793896577823	72
TCGA	SampleLASSO	cvrmse	0.11441461674675807	73
TCGA	SampleLASSO	cvrmse	0.3045461344021439	74
TCGA	SampleLASSO	cvrmse	0.17259454370247249	75
TCGA	SampleLASSO	cvrmse	0.16554614907861814	76
TCGA	SampleLASSO	cvrmse	1.0938044995361924	77
TCGA	SampleLASSO	cvrmse	0.1429137252599343	78
TCGA	SampleLASSO	cvrmse	0.24410276106660805	79
TCGA	SampleLASSO	cvrmse	0.9904154020144942	80
TCGA	SampleLASSO	cvrmse	0.2091605661858381	81
TCGA	SampleLASSO	cvrmse	0.2936648043315709	82
TCGA	SampleLASSO	cvrmse	0.6285525436150122	83
TCGA	SampleLASSO	cvrmse	0.1551949622888908	84
TCGA	SampleLASSO	cvrmse	0.14577229922334678	85
TCGA	SampleLASSO	cvrmse	0.05787241455015035	86
TCGA	SampleLASSO	cvrmse	0.19567112283159607	87
TCGA	SampleLASSO	cvrmse	0.4085133310442087	88
TCGA	SampleLASSO	cvrmse	0.268906891329324	89
GPL6884	GGAN	cvrmse	0.23610561633847915	0
GPL6884	GGAN	cvrmse	0.21476982688699567	1
GPL6884	GGAN	cvrmse	0.3008089317610035	2
GPL6884	GGAN	cvrmse	0.2480157785977646	3
GPL6884	GGAN	cvrmse	0.20941538987634653	4
GPL6884	GGAN	cvrmse	0.30694407492074355	5
GPL6884	GGAN	cvrmse	0.4160507999436741	6
GPL6884	GGAN	cvrmse	0.24762978737252836	7
GPL6884	GGAN	cvrmse	0.2439761871788169	8
GPL6884	GGAN	cvrmse	0.1309470457774362	9
GPL6884	GGAN	cvrmse	0.2389929663438475	10
GPL6884	GGAN	cvrmse	0.3481616587327828	11
GPL6884	GGAN	cvrmse	0.3044231467394644	12
GPL6884	GGAN	cvrmse	0.18421518263078035	13
GPL6884	GGAN	cvrmse	0.2958531109142163	14
GPL6884	GGAN	cvrmse	0.2410442399109455	15
GPL6884	GGAN	cvrmse	0.3695028869751958	16
GPL6884	GGAN	cvrmse	0.3097603682355923	17
GPL6884	GGAN	cvrmse	0.2696652166532219	18
GPL6884	GGAN	cvrmse	0.13996869385524288	19
GPL6884	GGAN	cvrmse	0.4636936503696156	20
GPL6884	GGAN	cvrmse	0.21559828200813536	21
GPL6884	GGAN	cvrmse	0.42637815701296394	22
GPL6884	GGAN	cvrmse	0.18155778527030295	23
GPL6884	GGAN	cvrmse	0.2470500759613005	24
GPL6884	GGAN	cvrmse	0.16909871195062234	25
GPL6884	GGAN	cvrmse	0.2281082674140192	26
GPL6884	GGAN	cvrmse	0.3384912399514249	27
GPL6884	GGAN	cvrmse	0.17721505265423834	28
GPL6884	GGAN	cvrmse	0.27556155480849986	29
GPL6884	GGAN	cvrmse	0.2448152534831274	30
GPL6884	GGAN	cvrmse	0.2554667225181761	31
GPL6884	GGAN	cvrmse	0.20315026881305212	32
GPL6884	GGAN	cvrmse	0.2501709388432152	33
GPL6884	GGAN	cvrmse	0.18292718772664665	34
GPL6884	GGAN	cvrmse	0.2192045074872062	35
GPL6884	GGAN	cvrmse	0.19354198862036776	36
GPL6884	GGAN	cvrmse	0.1670957974398837	37
GPL6884	GGAN	cvrmse	0.27791151146582965	38
GPL6884	GGAN	cvrmse	0.2871684525180903	39
GPL6884	GGAN	cvrmse	0.1921879616763571	40
GPL6884	GGAN	cvrmse	0.2082861103867368	41
GPL6884	GGAN	cvrmse	0.2517940735507673	42
GPL6884	GGAN	cvrmse	0.1973160725229025	43
GPL6884	GGAN	cvrmse	0.2720198247424764	44
GPL6884	GGAN	cvrmse	0.3315255068426857	45
GPL6884	GGAN	cvrmse	0.15515025618538672	46
GPL6884	GGAN	cvrmse	0.17854666289384147	47
GPL6884	GGAN	cvrmse	0.19107226612461725	48
GPL6884	GGAN	cvrmse	0.1432907235042253	49
GPL6884	GGAN	cvrmse	0.306555900940478	50
GPL6884	GGAN	cvrmse	0.2759443295478232	51
GPL6884	GGAN	cvrmse	0.2276137481223069	52
GPL6884	GGAN	cvrmse	0.17353578810370807	53
GPL6884	GGAN	cvrmse	0.2571870814364399	54
GPL6884	GGAN	cvrmse	0.2596298598581197	55
GPL6884	GGAN	cvrmse	0.1760870804223011	56
GPL6884	GGAN	cvrmse	0.2352292973878201	57
GPL6884	GGAN	cvrmse	0.2483560366155061	58
GPL6884	GGAN	cvrmse	0.14388654134456458	59
GPL6884	GGAN	cvrmse	0.13756418193591033	60
GPL6884	GGAN	cvrmse	0.2313998747387208	61
GPL6884	GGAN	cvrmse	0.3327793359114451	62
GPL6884	GGAN	cvrmse	0.18869397144537595	63
GPL6884	GGAN	cvrmse	0.24809484913844226	64
GPL6884	GGAN	cvrmse	0.1862738771712341	65
GPL6884	GGAN	cvrmse	0.2935486565918055	66
GPL6884	GGAN	cvrmse	0.34905383834747544	67
GPL6884	GGAN	cvrmse	0.2141987724785195	68
GPL6884	GGAN	cvrmse	0.14280282499752706	69
GPL6884	GGAN	cvrmse	0.22940308758419836	70
GPL6884	GGAN	cvrmse	0.18533094190625915	71
GPL6884	GGAN	cvrmse	0.3306628907321936	72
GPL6884	GGAN	cvrmse	0.22251936316291585	73
GPL6884	GGAN	cvrmse	0.1725578453308001	74
GPL6884	GGAN	cvrmse	0.3190832788383067	75
GPL6884	GGAN	cvrmse	0.1155274265824862	76
GPL6884	GGAN	cvrmse	0.266279137134308	77
GPL6884	GGAN	cvrmse	0.2423643166750901	78
GPL6884	GGAN	cvrmse	0.16939203160254332	79
GPL6884	GGAN	cvrmse	0.2662039462958777	80
GPL6884	GGAN	cvrmse	0.3092043437458933	81
GPL6884	GGAN	cvrmse	0.18642169581620144	82
GPL6884	GGAN	cvrmse	0.2987782862917748	83
GPL6884	GGAN	cvrmse	0.1693462193332149	84
GPL6884	GGAN	cvrmse	0.2377455842170987	85
GPL6884	GGAN	cvrmse	0.12790647753404635	86
GPL6884	GGAN	cvrmse	0.222734169097402	87
GPL6884	GGAN	cvrmse	0.19141078066520548	88
GPL6884	GGAN	cvrmse	0.22206967922536366	89
GPL6884	SampleKNN	cvrmse	0.12946009870694125	0
GPL6884	SampleKNN	cvrmse	0.2014681054954567	1
GPL6884	SampleKNN	cvrmse	0.0928373582942594	2
GPL6884	SampleKNN	cvrmse	0.2993297311843322	3
GPL6884	SampleKNN	cvrmse	0.2533833705753165	4
GPL6884	SampleKNN	cvrmse	0.2846240931284216	5
GPL6884	SampleKNN	cvrmse	0.4215436962506917	6
GPL6884	SampleKNN	cvrmse	0.2306165891018319	7
GPL6884	SampleKNN	cvrmse	0.24863116466772586	8
GPL6884	SampleKNN	cvrmse	0.08097846710236231	9
GPL6884	SampleKNN	cvrmse	0.32382724618165004	10
GPL6884	SampleKNN	cvrmse	0.24741146644464965	11
GPL6884	SampleKNN	cvrmse	0.2427593915726532	12
GPL6884	SampleKNN	cvrmse	0.14534256534459422	13
GPL6884	SampleKNN	cvrmse	0.080923342520543	14
GPL6884	SampleKNN	cvrmse	0.30946994652743315	15
GPL6884	SampleKNN	cvrmse	0.30791478354441304	16
GPL6884	SampleKNN	cvrmse	0.1842564459754253	17
GPL6884	SampleKNN	cvrmse	0.13870711361964105	18
GPL6884	SampleKNN	cvrmse	0.07450264159042476	19
GPL6884	SampleKNN	cvrmse	0.15427681963182432	20
GPL6884	SampleKNN	cvrmse	0.1814389189221691	21
GPL6884	SampleKNN	cvrmse	0.2364366370810152	22
GPL6884	SampleKNN	cvrmse	0.20334254427228926	23
GPL6884	SampleKNN	cvrmse	0.3310231154379177	24
GPL6884	SampleKNN	cvrmse	0.10980805686008713	25
GPL6884	SampleKNN	cvrmse	0.3480429630218137	26
GPL6884	SampleKNN	cvrmse	0.32124251612396176	27
GPL6884	SampleKNN	cvrmse	0.202046793050142	28
GPL6884	SampleKNN	cvrmse	0.1762123473962792	29
GPL6884	SampleKNN	cvrmse	0.1584644296083795	30
GPL6884	SampleKNN	cvrmse	0.262355789239595	31
GPL6884	SampleKNN	cvrmse	0.09058241287717428	32
GPL6884	SampleKNN	cvrmse	0.11926286242528598	33
GPL6884	SampleKNN	cvrmse	0.09793190515100324	34
GPL6884	SampleKNN	cvrmse	0.15455565290760612	35
GPL6884	SampleKNN	cvrmse	0.19696475115564155	36
GPL6884	SampleKNN	cvrmse	0.10246160204284464	37
GPL6884	SampleKNN	cvrmse	0.1422051943737206	38
GPL6884	SampleKNN	cvrmse	0.14983179777685185	39
GPL6884	SampleKNN	cvrmse	0.08736925604390812	40
GPL6884	SampleKNN	cvrmse	0.22695174937472065	41
GPL6884	SampleKNN	cvrmse	0.1618485361831532	42
GPL6884	SampleKNN	cvrmse	0.14478871440019753	43
GPL6884	SampleKNN	cvrmse	0.08419226024555111	44
GPL6884	SampleKNN	cvrmse	0.1580719870802088	45
GPL6884	SampleKNN	cvrmse	0.094766268915461	46
GPL6884	SampleKNN	cvrmse	0.11211894549633487	47
GPL6884	SampleKNN	cvrmse	0.0672084540143689	48
GPL6884	SampleKNN	cvrmse	0.11856796891250895	49
GPL6884	SampleKNN	cvrmse	0.278701303434524	50
GPL6884	SampleKNN	cvrmse	0.15471979168951974	51
GPL6884	SampleKNN	cvrmse	0.21933948911466145	52
GPL6884	SampleKNN	cvrmse	0.11072686817732913	53
GPL6884	SampleKNN	cvrmse	0.2378137766242593	54
GPL6884	SampleKNN	cvrmse	0.1973919708831904	55
GPL6884	SampleKNN	cvrmse	0.07598392867551812	56
GPL6884	SampleKNN	cvrmse	0.1818241091099334	57
GPL6884	SampleKNN	cvrmse	0.20065367613095464	58
GPL6884	SampleKNN	cvrmse	0.07347661472078634	59
GPL6884	SampleKNN	cvrmse	0.08056279482291233	60
GPL6884	SampleKNN	cvrmse	0.09018708990478398	61
GPL6884	SampleKNN	cvrmse	0.06776071356412162	62
GPL6884	SampleKNN	cvrmse	0.1440030173270539	63
GPL6884	SampleKNN	cvrmse	0.15327683890349575	64
GPL6884	SampleKNN	cvrmse	0.1232615727745597	65
GPL6884	SampleKNN	cvrmse	0.15969337370700662	66
GPL6884	SampleKNN	cvrmse	0.20548486057332774	67
GPL6884	SampleKNN	cvrmse	0.15931483075178587	68
GPL6884	SampleKNN	cvrmse	0.09880586038566602	69
GPL6884	SampleKNN	cvrmse	0.08873006060805755	70
GPL6884	SampleKNN	cvrmse	0.11505241831499885	71
GPL6884	SampleKNN	cvrmse	0.15941898375340716	72
GPL6884	SampleKNN	cvrmse	0.08387934225516211	73
GPL6884	SampleKNN	cvrmse	0.1093490898841011	74
GPL6884	SampleKNN	cvrmse	0.21268544038462955	75
GPL6884	SampleKNN	cvrmse	0.2241512683416204	76
GPL6884	SampleKNN	cvrmse	0.10441144833468484	77
GPL6884	SampleKNN	cvrmse	0.3261449762485514	78
GPL6884	SampleKNN	cvrmse	0.15550597493222518	79
GPL6884	SampleKNN	cvrmse	0.13029520939461026	80
GPL6884	SampleKNN	cvrmse	0.39130058852013616	81
GPL6884	SampleKNN	cvrmse	0.10623753821226538	82
GPL6884	SampleKNN	cvrmse	0.06464199449087073	83
GPL6884	SampleKNN	cvrmse	0.074361399982163	84
GPL6884	SampleKNN	cvrmse	0.1096935850362364	85
GPL6884	SampleKNN	cvrmse	0.09586893259707883	86
GPL6884	SampleKNN	cvrmse	0.15289678225407885	87
GPL6884	SampleKNN	cvrmse	0.12920148873263626	88
GPL6884	SampleKNN	cvrmse	0.09952015600959073	89
GPL6244	SampleLASSO	cvrmse	0.07418725958738279	0
GPL6244	SampleLASSO	cvrmse	0.08962781634009417	1
GPL6244	SampleLASSO	cvrmse	0.16786158188744033	2
GPL6244	SampleLASSO	cvrmse	0.08797908153861836	3
GPL6244	SampleLASSO	cvrmse	0.1937785361946898	4
GPL6244	SampleLASSO	cvrmse	0.071489472181881	5
GPL6244	SampleLASSO	cvrmse	0.14442687520846853	6
GPL6244	SampleLASSO	cvrmse	0.09423905714469237	7
GPL6244	SampleLASSO	cvrmse	0.14732746332118005	8
GPL6244	SampleLASSO	cvrmse	0.05696768917759022	9
GPL6244	SampleLASSO	cvrmse	0.13829937055737393	10
GPL6244	SampleLASSO	cvrmse	0.08484089539868632	11
GPL6244	SampleLASSO	cvrmse	0.05082818576412136	12
GPL6244	SampleLASSO	cvrmse	0.09693952125598894	13
GPL6244	SampleLASSO	cvrmse	0.06576685309963147	14
GPL6244	SampleLASSO	cvrmse	0.1317886089322443	15
GPL6244	SampleLASSO	cvrmse	0.17746049593135318	16
GPL6244	SampleLASSO	cvrmse	0.1096151284931995	17
GPL6244	SampleLASSO	cvrmse	0.11757745929678948	18
GPL6244	SampleLASSO	cvrmse	0.04521553134602667	19
GPL6244	SampleLASSO	cvrmse	0.1457598209097461	20
GPL6244	SampleLASSO	cvrmse	0.1041936924987846	21
GPL6244	SampleLASSO	cvrmse	0.09177678524537908	22
GPL6244	SampleLASSO	cvrmse	0.13545885015922002	23
GPL6244	SampleLASSO	cvrmse	0.1332641985345634	24
GPL6244	SampleLASSO	cvrmse	0.0910028539663381	25
GPL6244	SampleLASSO	cvrmse	0.1829947214068452	26
GPL6244	SampleLASSO	cvrmse	0.1625740553605512	27
GPL6244	SampleLASSO	cvrmse	0.14503614331122489	28
GPL6244	SampleLASSO	cvrmse	0.11537408720722366	29
GPL6244	SampleLASSO	cvrmse	0.16975947482567907	30
GPL6244	SampleLASSO	cvrmse	0.07077342164391344	31
GPL6244	SampleLASSO	cvrmse	0.19900707281443644	32
GPL6244	SampleLASSO	cvrmse	0.0671492112016953	33
GPL6244	SampleLASSO	cvrmse	0.07309477853072921	34
GPL6244	SampleLASSO	cvrmse	0.06838786511292379	35
GPL6244	SampleLASSO	cvrmse	0.09756797404173144	36
GPL6244	SampleLASSO	cvrmse	0.06899969416319947	37
GPL6244	SampleLASSO	cvrmse	0.0655030656699863	38
GPL6244	SampleLASSO	cvrmse	0.12397207507220255	39
GPL6244	SampleLASSO	cvrmse	0.04899746470422843	40
GPL6244	SampleLASSO	cvrmse	0.15348152901376222	41
GPL6244	SampleLASSO	cvrmse	0.11317415035783575	42
GPL6244	SampleLASSO	cvrmse	0.0828427919515851	43
GPL6244	SampleLASSO	cvrmse	0.08921870811677084	44
GPL6244	SampleLASSO	cvrmse	0.10209949184046636	45
GPL6244	SampleLASSO	cvrmse	0.13529587007187524	46
GPL6244	SampleLASSO	cvrmse	0.08353295167700417	47
GPL6244	SampleLASSO	cvrmse	0.18560911407884653	48
GPL6244	SampleLASSO	cvrmse	0.09471543430764903	49
GPL6244	SampleLASSO	cvrmse	0.15460357239423153	50
GPL6244	SampleLASSO	cvrmse	0.12223586336703154	51
GPL6244	SampleLASSO	cvrmse	0.04332183305691488	52
GPL6244	SampleLASSO	cvrmse	0.06816293241081603	53
GPL6244	SampleLASSO	cvrmse	0.07814150026377906	54
GPL6244	SampleLASSO	cvrmse	0.09408580563963896	55
GPL6244	SampleLASSO	cvrmse	0.05585080290067592	56
GPL6244	SampleLASSO	cvrmse	0.052824964632023255	57
GPL6244	SampleLASSO	cvrmse	0.19359853988620954	58
GPL6244	SampleLASSO	cvrmse	0.14831907598192925	59
GPL6244	SampleLASSO	cvrmse	0.1603276163460801	60
GPL6244	SampleLASSO	cvrmse	0.10081616625686304	61
GPL6244	SampleLASSO	cvrmse	0.08173071478939982	62
GPL6244	SampleLASSO	cvrmse	0.07223399837379417	63
GPL6244	SampleLASSO	cvrmse	0.06486551006784375	64
GPL6244	SampleLASSO	cvrmse	0.14629347907711354	65
GPL6244	SampleLASSO	cvrmse	0.0630045365762585	66
GPL6244	SampleLASSO	cvrmse	0.09105676695713312	67
GPL6244	SampleLASSO	cvrmse	0.1046287947548724	68
GPL6244	SampleLASSO	cvrmse	0.06277614502103808	69
GPL6244	SampleLASSO	cvrmse	0.16963155834371246	70
GPL6244	SampleLASSO	cvrmse	0.2126554190629055	71
GPL6244	SampleLASSO	cvrmse	0.2299134304328595	72
GPL6244	SampleLASSO	cvrmse	0.10355024047527926	73
GPL6244	SampleLASSO	cvrmse	0.13317716999603466	74
GPL6244	SampleLASSO	cvrmse	0.20049502615297676	75
GPL6244	SampleLASSO	cvrmse	0.05684810473803512	76
GPL6244	SampleLASSO	cvrmse	0.10199370120717413	77
GPL6244	SampleLASSO	cvrmse	0.09892098126047204	78
GPL6244	SampleLASSO	cvrmse	0.07831941817364399	79
GPL6244	SampleLASSO	cvrmse	0.1835049317355993	80
GPL6244	SampleLASSO	cvrmse	0.11309200395180885	81
GPL6244	SampleLASSO	cvrmse	0.0838760644977405	82
GPL6244	SampleLASSO	cvrmse	0.12658362816161345	83
GPL6244	SampleLASSO	cvrmse	0.06283504441375971	84
GPL6244	SampleLASSO	cvrmse	0.12975939063689096	85
GPL6244	SampleLASSO	cvrmse	0.11101227640718432	86
GPL6244	SampleLASSO	cvrmse	0.41809860796206705	87
GPL6244	SampleLASSO	cvrmse	0.12233196052139413	88
GPL6244	SampleLASSO	cvrmse	0.13259079800604565	89
GPL571	GeneLASSO	cvrmse	0.13572861732925118	0
GPL571	GeneLASSO	cvrmse	0.1806140586080319	1
GPL571	GeneLASSO	cvrmse	0.14921398241565836	2
GPL571	GeneLASSO	cvrmse	0.10058960371398264	3
GPL571	GeneLASSO	cvrmse	0.1786336553186246	4
GPL571	GeneLASSO	cvrmse	0.10457217169846687	5
GPL571	GeneLASSO	cvrmse	0.1392132029106229	6
GPL571	GeneLASSO	cvrmse	0.1234356699500804	7
GPL571	GeneLASSO	cvrmse	0.08162257999641903	8
GPL571	GeneLASSO	cvrmse	0.04365742992715591	9
GPL571	GeneLASSO	cvrmse	0.11930292545519093	10
GPL571	GeneLASSO	cvrmse	0.054101220135953546	11
GPL571	GeneLASSO	cvrmse	0.04898982926031247	12
GPL571	GeneLASSO	cvrmse	0.13337462761515526	13
GPL571	GeneLASSO	cvrmse	0.09527241135258144	14
GPL571	GeneLASSO	cvrmse	0.15072246842118045	15
GPL571	GeneLASSO	cvrmse	0.12607237549824324	16
GPL571	GeneLASSO	cvrmse	0.24463693356792746	17
GPL571	GeneLASSO	cvrmse	0.13716791992444968	18
GPL571	GeneLASSO	cvrmse	0.0814385315530558	19
GPL571	GeneLASSO	cvrmse	0.20733460506226176	20
GPL571	GeneLASSO	cvrmse	0.1827806008081951	21
GPL571	GeneLASSO	cvrmse	0.14381027017156994	22
GPL571	GeneLASSO	cvrmse	0.1900834674401815	23
GPL571	GeneLASSO	cvrmse	0.0895172453350592	24
GPL571	GeneLASSO	cvrmse	0.27142386280333264	25
GPL571	GeneLASSO	cvrmse	0.1941684830125897	26
GPL571	GeneLASSO	cvrmse	0.3456397361095068	27
GPL571	GeneLASSO	cvrmse	0.1053602902099082	28
GPL571	GeneLASSO	cvrmse	0.08951557955050336	29
GPL571	GeneLASSO	cvrmse	0.09934244743579904	30
GPL571	GeneLASSO	cvrmse	0.04630910905831532	31
GPL571	GeneLASSO	cvrmse	0.10984367324651503	32
GPL571	GeneLASSO	cvrmse	0.09351718660676656	33
GPL571	GeneLASSO	cvrmse	0.09234548496430994	34
GPL571	GeneLASSO	cvrmse	0.09335288126229067	35
GPL571	GeneLASSO	cvrmse	0.10499653397531884	36
GPL571	GeneLASSO	cvrmse	0.058771066740496626	37
GPL571	GeneLASSO	cvrmse	0.05284296759674115	38
GPL571	GeneLASSO	cvrmse	0.19728271859842025	39
GPL571	GeneLASSO	cvrmse	0.06582279603829172	40
GPL571	GeneLASSO	cvrmse	0.11383764640341427	41
GPL571	GeneLASSO	cvrmse	0.11486361622826045	42
GPL571	GeneLASSO	cvrmse	0.10924405081399076	43
GPL571	GeneLASSO	cvrmse	0.22023588428014912	44
GPL571	GeneLASSO	cvrmse	0.06807474218183468	45
GPL571	GeneLASSO	cvrmse	0.11876837395351315	46
GPL571	GeneLASSO	cvrmse	0.09329794227851604	47
GPL571	GeneLASSO	cvrmse	0.20522016717818564	48
GPL571	GeneLASSO	cvrmse	0.06421465449359626	49
GPL571	GeneLASSO	cvrmse	0.20008353535344334	50
GPL571	GeneLASSO	cvrmse	0.13604780282274306	51
GPL571	GeneLASSO	cvrmse	0.06723184243508606	52
GPL571	GeneLASSO	cvrmse	0.1208149215778562	53
GPL571	GeneLASSO	cvrmse	0.0799283645393517	54
GPL571	GeneLASSO	cvrmse	0.15348621682918834	55
GPL571	GeneLASSO	cvrmse	0.05218174496376752	56
GPL571	GeneLASSO	cvrmse	0.08077369101898987	57
GPL571	GeneLASSO	cvrmse	0.18202817230906668	58
GPL571	GeneLASSO	cvrmse	0.2103511082411246	59
GPL571	GeneLASSO	cvrmse	0.0977646834465892	60
GPL571	GeneLASSO	cvrmse	0.19931928421071127	61
GPL571	GeneLASSO	cvrmse	0.1354921891311347	62
GPL571	GeneLASSO	cvrmse	0.07454230898160505	63
GPL571	GeneLASSO	cvrmse	0.07415770454622594	64
GPL571	GeneLASSO	cvrmse	0.06387708025090602	65
GPL571	GeneLASSO	cvrmse	0.12420514002320845	66
GPL571	GeneLASSO	cvrmse	0.1671445155403838	67
GPL571	GeneLASSO	cvrmse	0.07500768088351792	68
GPL571	GeneLASSO	cvrmse	0.12146810889111515	69
GPL571	GeneLASSO	cvrmse	0.04872274213663929	70
GPL571	GeneLASSO	cvrmse	0.06381002669324022	71
GPL571	GeneLASSO	cvrmse	0.09507908717025018	72
GPL571	GeneLASSO	cvrmse	0.13559243489766612	73
GPL571	GeneLASSO	cvrmse	0.1102718731292966	74
GPL571	GeneLASSO	cvrmse	0.2339377923303925	75
GPL571	GeneLASSO	cvrmse	0.1213159615362968	76
GPL571	GeneLASSO	cvrmse	0.15218642406993932	77
GPL571	GeneLASSO	cvrmse	0.1343197857328009	78
GPL571	GeneLASSO	cvrmse	0.08592303166737715	79
GPL571	GeneLASSO	cvrmse	0.08396136807868752	80
GPL571	GeneLASSO	cvrmse	0.12243666662144552	81
GPL571	GeneLASSO	cvrmse	0.06050268519071196	82
GPL571	GeneLASSO	cvrmse	0.08960324342414308	83
GPL571	GeneLASSO	cvrmse	0.05965904242117578	84
GPL571	GeneLASSO	cvrmse	0.14417852581742502	85
GPL571	GeneLASSO	cvrmse	0.09741526086317652	86
GPL571	GeneLASSO	cvrmse	0.08700036250402397	87
GPL571	GeneLASSO	cvrmse	0.06348646659207688	88
GPL571	GeneLASSO	cvrmse	0.10832092494659616	89
GPL1708	GGAN	cvrmse	24.267849316483865	0
GPL1708	GGAN	cvrmse	5.7955632174546405	1
GPL1708	GGAN	cvrmse	7.7700951525010575	2
GPL1708	GGAN	cvrmse	4.37829847458397	3
GPL1708	GGAN	cvrmse	7.611705983711967	4
GPL1708	GGAN	cvrmse	7.351724937238581	5
GPL1708	GGAN	cvrmse	9.774609728525117	6
GPL1708	GGAN	cvrmse	9.38364631686633	7
GPL1708	GGAN	cvrmse	13.312896924753284	8
GPL1708	GGAN	cvrmse	12.501860341361606	9
GPL1708	GGAN	cvrmse	2.819300757337851	10
GPL1708	GGAN	cvrmse	4.374219647952791	11
GPL1708	GGAN	cvrmse	5.34873999921635	12
GPL1708	GGAN	cvrmse	5.459270534263385	13
GPL1708	GGAN	cvrmse	2.5843745660291244	14
GPL1708	GGAN	cvrmse	17.181037302844555	15
GPL1708	GGAN	cvrmse	53.36742719512293	16
GPL1708	GGAN	cvrmse	9.182580525098086	17
GPL1708	GGAN	cvrmse	7.000893780281456	18
GPL1708	GGAN	cvrmse	14.902297851950106	19
